Participant_ID,Focus,Agent,Goal_Type,Item,Item_string,Item_len,Response_tag,Response,Response_Full,EXP,n,Age,Gender,Kno_Level,Per_Level,Bilingual,Bi_Parents,Multi_Kno,Multi_Spk,Immersion,Prof_Need,Prof_Use,Motivation,Distractor,GN_Score,Difficulty,Kno_Level_Label,Per_Level_Label,Prof_Need_Label,Prof_Use_Label,Consequent_Reversibility
EXP1_05,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,5,53,1,7,8,0,0,1,1,1,1,1,4,6,35,1,B2.2,C1,Yes,Yes,Yes
EXP1_05,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,correct_3,correct,correct,1,5,53,1,7,8,0,0,1,1,1,1,1,4,6,35,1,B2.2,C1,Yes,Yes,Yes
EXP1_06,I,1,no_goal,Item1,"""If I had heard the rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,6,54,0,7,7,0,0,1,0,1,1,1,3,6,36,8,B2.2,B2.2,Yes,Yes,Yes
EXP1_06,I,1,no_goal,Item2,"""If I had climbed the mountain cliff, I would have felt invincible"" ",12,L1_transfer_3,L1_transfer,L1_transfer,1,6,54,0,7,7,0,0,1,0,1,1,1,3,6,36,8,B2.2,B2.2,Yes,Yes,Yes
EXP1_06,I,1,goal_non_frequent,Item1,"""If I had created an online platform, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,6,54,0,7,7,0,0,1,0,1,1,1,3,6,36,8,B2.2,B2.2,Yes,Yes,No
EXP1_06,I,1,goal_non_frequent,Item2,"""If I had invested in technology, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,6,54,0,7,7,0,0,1,0,1,1,1,3,6,36,8,B2.2,B2.2,Yes,Yes,No
EXP1_06,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,6,54,0,7,7,0,0,1,0,1,1,1,3,6,36,8,B2.2,B2.2,Yes,Yes,Yes
EXP1_06,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,L1_transfer_3,L1_transfer,L1_transfer,1,6,54,0,7,7,0,0,1,0,1,1,1,3,6,36,8,B2.2,B2.2,Yes,Yes,Yes
EXP1_07,I,1,no_goal,Item1,"""If I had heard the rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,7,50,0,8,8,0,0,1,1,0,1,1,6,5,34,8,C1,C1,Yes,Yes,Yes
EXP1_07,I,1,no_goal,Item2,"""If I had climbed the mountain cliff, I would have felt invincible"" ",12,L1_transfer_3,L1_transfer,L1_transfer,1,7,50,0,8,8,0,0,1,1,0,1,1,6,5,34,8,C1,C1,Yes,Yes,Yes
EXP1_07,I,1,goal_non_frequent,Item1,"""If I had created an online platform, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,7,50,0,8,8,0,0,1,1,0,1,1,6,5,34,8,C1,C1,Yes,Yes,No
EXP1_07,I,1,goal_non_frequent,Item2,"""If I had invested in technology, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,7,50,0,8,8,0,0,1,1,0,1,1,6,5,34,8,C1,C1,Yes,Yes,No
EXP1_07,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,7,50,0,8,8,0,0,1,1,0,1,1,6,5,34,8,C1,C1,Yes,Yes,Yes
EXP1_07,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,L1_transfer_3,L1_transfer,L1_transfer,1,7,50,0,8,8,0,0,1,1,0,1,1,6,5,34,8,C1,C1,Yes,Yes,Yes
EXP1_09,I,1,no_goal,Item1,"""If I had heard the rainstorm, I would have felt relaxed""",11,correct_3,correct,correct,1,9,47,1,8,8,1,1,1,1,1,1,1,5,6,32,2,C1,C1,Yes,Yes,Yes
EXP1_09,I,1,no_goal,Item2,"""If I had climbed the mountain cliff, I would have felt invincible"" ",12,L2_other_3,L2_other,L2_other,1,9,47,1,8,8,1,1,1,1,1,1,1,5,6,32,2,C1,C1,Yes,Yes,Yes
EXP1_09,I,1,goal_non_frequent,Item1,"""If I had created an online platform, I would have saved my family's business""",14,correct_3,correct,correct,1,9,47,1,8,8,1,1,1,1,1,1,1,5,6,32,2,C1,C1,Yes,Yes,No
EXP1_09,I,1,goal_non_frequent,Item2,"""If I had invested in technology, I would have secured my family's wealth""",13,L2_other_3,L2_other,L2_other,1,9,47,1,8,8,1,1,1,1,1,1,1,5,6,32,2,C1,C1,Yes,Yes,No
EXP1_09,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,correct_3,correct,correct,1,9,47,1,8,8,1,1,1,1,1,1,1,5,6,32,2,C1,C1,Yes,Yes,Yes
EXP1_09,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,L2_other_3,L2_other,L2_other,1,9,47,1,8,8,1,1,1,1,1,1,1,5,6,32,2,C1,C1,Yes,Yes,Yes
EXP1_10,I,1,no_goal,Item1,"""If I had heard the rainstorm, I would have felt relaxed""",11,correct_3,correct,correct,1,10,49,1,9,8,0,1,1,1,1,1,1,4,6,32,8,C2,C1,Yes,Yes,Yes
EXP1_10,I,1,no_goal,Item2,"""If I had climbed the mountain cliff, I would have felt invincible"" ",12,L2_other_3,L2_other,L2_other,1,10,49,1,9,8,0,1,1,1,1,1,1,4,6,32,8,C2,C1,Yes,Yes,Yes
EXP1_10,I,1,goal_non_frequent,Item1,"""If I had created an online platform, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,10,49,1,9,8,0,1,1,1,1,1,1,4,6,32,8,C2,C1,Yes,Yes,No
EXP1_10,I,1,goal_non_frequent,Item2,"""If I had invested in technology, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,10,49,1,9,8,0,1,1,1,1,1,1,4,6,32,8,C2,C1,Yes,Yes,No
EXP1_10,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,L2_other_3,L2_other,L2_other,1,10,49,1,9,8,0,1,1,1,1,1,1,4,6,32,8,C2,C1,Yes,Yes,Yes
EXP1_10,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,correct_3,correct,correct,1,10,49,1,9,8,0,1,1,1,1,1,1,4,6,32,8,C2,C1,Yes,Yes,Yes
EXP1_12,I,1,no_goal,Item1,"""If I had heard the rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,12,45,0,1,6,0,0,1,1,0,1,1,6,6,30,7,A1,B2.1,Yes,Yes,Yes
EXP1_12,I,1,no_goal,Item2,"""If I had climbed the mountain cliff, I would have felt invincible"" ",12,correct_3,correct,correct,1,12,45,0,1,6,0,0,1,1,0,1,1,6,6,30,7,A1,B2.1,Yes,Yes,Yes
EXP1_12,I,1,goal_non_frequent,Item1,"""If I had created an online platform, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,12,45,0,1,6,0,0,1,1,0,1,1,6,6,30,7,A1,B2.1,Yes,Yes,No
EXP1_12,I,1,goal_non_frequent,Item2,"""If I had invested in technology, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,12,45,0,1,6,0,0,1,1,0,1,1,6,6,30,7,A1,B2.1,Yes,Yes,No
EXP1_12,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,12,45,0,1,6,0,0,1,1,0,1,1,6,6,30,7,A1,B2.1,Yes,Yes,Yes
EXP1_12,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,correct_3,correct,correct,1,12,45,0,1,6,0,0,1,1,0,1,1,6,6,30,7,A1,B2.1,Yes,Yes,Yes
EXP1_13,I,1,no_goal,Item1,"""If I had heard the rainstorm, I would have felt relaxed""",11,correct_3,correct,correct,1,13,44,1,6,6,0,1,1,1,1,1,1,4,6,26,7,B2.1,B2.1,Yes,Yes,Yes
EXP1_13,I,1,no_goal,Item2,"""If I had climbed the mountain cliff, I would have felt invincible"" ",12,correct_3,correct,correct,1,13,44,1,6,6,0,1,1,1,1,1,1,4,6,26,7,B2.1,B2.1,Yes,Yes,Yes
EXP1_13,I,1,goal_non_frequent,Item1,"""If I had created an online platform, I would have saved my family's business""",14,correct_3,correct,correct,1,13,44,1,6,6,0,1,1,1,1,1,1,4,6,26,7,B2.1,B2.1,Yes,Yes,No
EXP1_13,I,1,goal_non_frequent,Item2,"""If I had invested in technology, I would have secured my family's wealth""",13,correct_3,correct,correct,1,13,44,1,6,6,0,1,1,1,1,1,1,4,6,26,7,B2.1,B2.1,Yes,Yes,No
EXP1_13,I,1,goal_frequent,Item1,"""If I had saved money, I would have gone on holidays""",11,correct_3,correct,correct,1,13,44,1,6,6,0,1,1,1,1,1,1,4,6,26,7,B2.1,B2.1,Yes,Yes,Yes
EXP1_13,I,1,goal_frequent,Item2,"""If I had practiced sports, I would have lost weight""",10,correct_3,correct,correct,1,13,44,1,6,6,0,1,1,1,1,1,1,4,6,26,7,B2.1,B2.1,Yes,Yes,Yes
EXP1_15,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,15,37,1,6,7,0,0,1,0,1,1,1,3,6,26,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_15,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,correct_3,correct,correct,1,15,37,1,6,7,0,0,1,0,1,1,1,3,6,26,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_15,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L2_other_3,L2_other,L2_other,1,15,37,1,6,7,0,0,1,0,1,1,1,3,6,26,7,B2.1,B2.2,Yes,Yes,No
EXP1_15,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L2_other_3,L2_other,L2_other,1,15,37,1,6,7,0,0,1,0,1,1,1,3,6,26,7,B2.1,B2.2,Yes,Yes,No
EXP1_15,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,15,37,1,6,7,0,0,1,0,1,1,1,3,6,26,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_15,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct,correct,1,15,37,1,6,7,0,0,1,0,1,1,1,3,6,26,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_16,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,correct_3,correct,correct,1,16,23,0,7,6,0,0,1,0,1,1,1,5,6,24,8,B2.2,B2.1,Yes,Yes,Yes
EXP1_16,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,1,16,23,0,7,6,0,0,1,0,1,1,1,5,6,24,8,B2.2,B2.1,Yes,Yes,Yes
EXP1_16,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,16,23,0,7,6,0,0,1,0,1,1,1,5,6,24,8,B2.2,B2.1,Yes,Yes,No
EXP1_16,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L2_other_3,L2_other,L2_other,1,16,23,0,7,6,0,0,1,0,1,1,1,5,6,24,8,B2.2,B2.1,Yes,Yes,No
EXP1_16,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other,L2_other,1,16,23,0,7,6,0,0,1,0,1,1,1,5,6,24,8,B2.2,B2.1,Yes,Yes,Yes
EXP1_16,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct,correct,1,16,23,0,7,6,0,0,1,0,1,1,1,5,6,24,8,B2.2,B2.1,Yes,Yes,Yes
EXP1_18,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L2_other_3,L2_other,L2_other,1,18,43,0,5,7,0,0,0,0,0,1,1,6,4,22,6,B1.2,B2.2,Yes,Yes,Yes
EXP1_18,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L2_other_3,L2_other,L2_other,1,18,43,0,5,7,0,0,0,0,0,1,1,6,4,22,6,B1.2,B2.2,Yes,Yes,Yes
EXP1_18,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,18,43,0,5,7,0,0,0,0,0,1,1,6,4,22,6,B1.2,B2.2,Yes,Yes,No
EXP1_18,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L2_other_3,L2_other,L2_other,1,18,43,0,5,7,0,0,0,0,0,1,1,6,4,22,6,B1.2,B2.2,Yes,Yes,No
EXP1_18,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other,L2_other,1,18,43,0,5,7,0,0,0,0,0,1,1,6,4,22,6,B1.2,B2.2,Yes,Yes,Yes
EXP1_18,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L2_other_3,L2_other,L2_other,1,18,43,0,5,7,0,0,0,0,0,1,1,6,4,22,6,B1.2,B2.2,Yes,Yes,Yes
EXP1_19,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,19,29,0,7,7,0,1,1,1,0,0,1,5,6,21,9,B2.2,B2.2,No,Yes,Yes
EXP1_19,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,1,19,29,0,7,7,0,1,1,1,0,0,1,5,6,21,9,B2.2,B2.2,No,Yes,Yes
EXP1_19,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L2_other_3,L2_other,L2_other,1,19,29,0,7,7,0,1,1,1,0,0,1,5,6,21,9,B2.2,B2.2,No,Yes,No
EXP1_19,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct,correct,1,19,29,0,7,7,0,1,1,1,0,0,1,5,6,21,9,B2.2,B2.2,No,Yes,No
EXP1_19,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,correct_3,correct,correct,1,19,29,0,7,7,0,1,1,1,0,0,1,5,6,21,9,B2.2,B2.2,No,Yes,Yes
EXP1_19,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct,correct,1,19,29,0,7,7,0,1,1,1,0,0,1,5,6,21,9,B2.2,B2.2,No,Yes,Yes
EXP1_20,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,,,missing_response,1,20,23,1,8,8,0,1,1,1,1,1,1,4,6,32,4,C1,C1,Yes,Yes,Yes
EXP1_20,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,,,missing_response,1,20,23,1,8,8,0,1,1,1,1,1,1,4,6,32,4,C1,C1,Yes,Yes,Yes
EXP1_20,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,20,23,1,8,8,0,1,1,1,1,1,1,4,6,32,4,C1,C1,Yes,Yes,No
EXP1_20,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,20,23,1,8,8,0,1,1,1,1,1,1,4,6,32,4,C1,C1,Yes,Yes,No
EXP1_20,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,,,missing_response,1,20,23,1,8,8,0,1,1,1,1,1,1,4,6,32,4,C1,C1,Yes,Yes,Yes
EXP1_20,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,1,20,23,1,8,8,0,1,1,1,1,1,1,4,6,32,4,C1,C1,Yes,Yes,Yes
EXP1_24,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,24,54,1,8,7,0,0,1,1,0,1,1,3,6,29,9,C1,B2.2,Yes,Yes,Yes
EXP1_24,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,1,24,54,1,8,7,0,0,1,1,0,1,1,3,6,29,9,C1,B2.2,Yes,Yes,Yes
EXP1_24,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L1_transfer_3,L1_transfer,L1_transfer,1,24,54,1,8,7,0,0,1,1,0,1,1,3,6,29,9,C1,B2.2,Yes,Yes,No
EXP1_24,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct,correct,1,24,54,1,8,7,0,0,1,1,0,1,1,3,6,29,9,C1,B2.2,Yes,Yes,No
EXP1_24,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,24,54,1,8,7,0,0,1,1,0,1,1,3,6,29,9,C1,B2.2,Yes,Yes,Yes
EXP1_24,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct,correct,1,24,54,1,8,7,0,0,1,1,0,1,1,3,6,29,9,C1,B2.2,Yes,Yes,Yes
EXP1_25,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,25,51,1,7,6,0,0,0,0,0,1,1,5,5,27,9,B2.2,B2.1,Yes,Yes,Yes
EXP1_25,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,1,25,51,1,7,6,0,0,0,0,0,1,1,5,5,27,9,B2.2,B2.1,Yes,Yes,Yes
EXP1_25,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,correct_3,correct,correct,1,25,51,1,7,6,0,0,0,0,0,1,1,5,5,27,9,B2.2,B2.1,Yes,Yes,No
EXP1_25,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L2_other_3,L2_other,L2_other,1,25,51,1,7,6,0,0,0,0,0,1,1,5,5,27,9,B2.2,B2.1,Yes,Yes,No
EXP1_25,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,correct_3,correct,correct,1,25,51,1,7,6,0,0,0,0,0,1,1,5,5,27,9,B2.2,B2.1,Yes,Yes,Yes
EXP1_25,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L2_other_3,L2_other,L2_other,1,25,51,1,7,6,0,0,0,0,0,1,1,5,5,27,9,B2.2,B2.1,Yes,Yes,Yes
EXP1_27,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L2_other_3,L1_transfer,L1_transfer,1,27,56,1,6,7,0,0,1,0,0,1,1,3,6,24,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_27,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,1,27,56,1,6,7,0,0,1,0,0,1,1,3,6,24,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_27,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,correct_3,correct,correct,1,27,56,1,6,7,0,0,1,0,0,1,1,3,6,24,7,B2.1,B2.2,Yes,Yes,No
EXP1_27,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,27,56,1,6,7,0,0,1,0,0,1,1,3,6,24,7,B2.1,B2.2,Yes,Yes,No
EXP1_27,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L1_transfer_3,L1_transfer,L1_transfer,1,27,56,1,6,7,0,0,1,0,0,1,1,3,6,24,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_27,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,1,27,56,1,6,7,0,0,1,0,0,1,1,3,6,24,7,B2.1,B2.2,Yes,Yes,Yes
EXP1_29,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,29,51,0,6,6,0,0,1,0,0,1,1,6,5,25,8,B2.1,B2.1,Yes,Yes,Yes
EXP1_29,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L2_other_3,L2_other,L2_other,1,29,51,0,6,6,0,0,1,0,0,1,1,6,5,25,8,B2.1,B2.1,Yes,Yes,Yes
EXP1_29,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L2_other_3,L2_other,L2_other,1,29,51,0,6,6,0,0,1,0,0,1,1,6,5,25,8,B2.1,B2.1,Yes,Yes,No
EXP1_29,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct,correct,1,29,51,0,6,6,0,0,1,0,0,1,1,6,5,25,8,B2.1,B2.1,Yes,Yes,No
EXP1_29,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other,L2_other,1,29,51,0,6,6,0,0,1,0,0,1,1,6,5,25,8,B2.1,B2.1,Yes,Yes,Yes
EXP1_29,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L2_other_3,L2_other,L2_other,1,29,51,0,6,6,0,0,1,0,0,1,1,6,5,25,8,B2.1,B2.1,Yes,Yes,Yes
EXP1_30,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,correct_3,correct,correct,1,30,51,0,8,7,0,0,1,1,0,1,1,6,5,28,7,C1,B2.2,Yes,Yes,Yes
EXP1_30,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,correct_3,correct,correct,1,30,51,0,8,7,0,0,1,1,0,1,1,6,5,28,7,C1,B2.2,Yes,Yes,Yes
EXP1_30,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,L2_other_3,L2_other,L2_other,1,30,51,0,8,7,0,0,1,1,0,1,1,6,5,28,7,C1,B2.2,Yes,Yes,No
EXP1_30,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,correct_3,correct,correct,1,30,51,0,8,7,0,0,1,1,0,1,1,6,5,28,7,C1,B2.2,Yes,Yes,No
EXP1_30,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,L2_other_3,L2_other,L2_other,1,30,51,0,8,7,0,0,1,1,0,1,1,6,5,28,7,C1,B2.2,Yes,Yes,Yes
EXP1_30,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,correct_3,correct,correct,1,30,51,0,8,7,0,0,1,1,0,1,1,6,5,28,7,C1,B2.2,Yes,Yes,Yes
EXP1_31,I,0,no_goal,Item1,"""If there had been a rainstorm, I would have felt relaxed""",11,L1_transfer_3,L1_transfer,L1_transfer,1,31,33,0,6,8,0,0,0,0,0,1,1,6,6,33,8,B2.1,C1,Yes,Yes,Yes
EXP1_31,I,0,no_goal,Item2,"""If there had been a mountain cliff, I would have felt invincible""",12,L1_transfer_3,L1_transfer,L1_transfer,1,31,33,0,6,8,0,0,0,0,0,1,1,6,6,33,8,B2.1,C1,Yes,Yes,Yes
EXP1_31,I,0,goal_non_frequent,Item1,"""If the online platform had been created, I would have saved my family's business""",14,correct_3,correct,correct,1,31,33,0,6,8,0,0,0,0,0,1,1,6,6,33,8,B2.1,C1,Yes,Yes,No
EXP1_31,I,0,goal_non_frequent,Item2,"""If technological investment had been encouraged, I would have secured my family's wealth""",13,L1_transfer_3,L1_transfer,L1_transfer,1,31,33,0,6,8,0,0,0,0,0,1,1,6,6,33,8,B2.1,C1,Yes,Yes,No
EXP1_31,I,0,goal_frequent,Item1,"""If savings had been sufficient, I would have gone on holidays""",11,correct_3,correct,correct,1,31,33,0,6,8,0,0,0,0,0,1,1,6,6,33,8,B2.1,C1,Yes,Yes,Yes
EXP1_31,I,0,goal_frequent,Item2,"""If sports had been a routine, I would have lost weight""",11,L1_transfer_3,L1_transfer,L1_transfer,1,31,33,0,6,8,0,0,0,0,0,1,1,6,6,33,8,B2.1,C1,Yes,Yes,Yes
